,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C13,C14,C16,C18,C19,C20,C21,C22,C23,C24,C27,C28,C29
795,1.0,30,yes,V5,36.0,V2,V1,V1,V4,2746,V1,V3,19912,V1,6303,4,V1,V1,1,V2,4,V3,1.0
796,1.0,23,yes,V2,48.0,V9,V1,V1,V2,4307,V3,V3,62177,V1,5396,4,V2,V1,1,V1,3,V2,1.0
797,0.0,43,yes,V2,20.0,V7,V5,V4,V1,3484,V3,V3,51824,V1,5701,4,V4,V2,2,V2,2,V1,1.0
798,0.0,28,yes,V3,24.0,V2,V1,V1,V2,4169,V3,V3,48853,V1,5305,4,V2,V1,1,V2,4,V3,1.0
799,1.0,32,yes,V1,47.0,V9,V1,V4,V4,4843,V1,V4,20466,V1,5787,2,V2,V2,1,V1,3,V3,1.0
800,0.0,20,yes,V2,17.0,V3,V5,V4,V1,1126,V3,V3,74311,V1,5213,2,V2,V2,1,V1,4,V2,1.0
801,0.0,34,yes,V2,9.0,V7,V5,V2,V1,1548,V3,V1,22049,V1,5596,2,V2,V1,1,V2,4,V3,1.0
802,1.0,32,yes,V1,23.0,V2,V2,V1,V2,2358,V3,V3,2296,V1,5802,1,V2,V1,1,V2,1,V1,1.0
803,1.0,27,yes,V4,12.0,V7,V3,V3,V1,938,V3,V3,18220,V1,6664,2,V4,V2,3,V2,4,V4,1.0
804,0.0,39,yes,V4,10.0,V8,V5,V4,V2,893,V3,V3,8750,V1,4996,3,V2,V2,1,V2,4,V2,1.0
805,0.0,25,yes,V5,11.0,V3,V1,V4,V3,1933,V3,V3,44684,V1,5934,2,V4,V1,2,V2,2,V3,1.0
806,0.0,38,yes,V1,11.0,V7,V1,V4,V2,925,V3,V1,40671,V1,4264,2,V4,V1,1,V2,1,V2,1.0
807,1.0,31,yes,V4,18.0,V7,V1,V4,V2,2774,V1,V3,69441,V1,4061,2,V4,V1,2,V2,2,V3,1.0
808,0.0,46,no,V5,5.0,V7,V1,V3,V1,1342,V3,V3,5979,V1,5746,4,V4,V1,2,V2,1,V3,2.0
809,1.0,24,yes,V3,8.0,V2,V1,V2,V1,1236,V3,V3,17883,V1,3254,4,V2,V1,1,V2,3,V2,1.0
810,0.0,21,yes,V3,9.0,V7,V1,V2,V1,276,V3,V2,7900,V1,4539,4,V2,V1,1,V1,4,V4,1.0
811,0.0,36,yes,V4,47.0,V3,V3,V4,V4,12749,V3,V4,13000,V1,3263,1,V3,V2,1,V2,4,V3,1.0
812,0.0,22,yes,V2,11.0,V2,V1,V4,V2,1257,V3,V2,44542,V1,3533,4,V4,V1,2,V1,2,V2,1.0
813,0.0,67,yes,V5,5.0,V3,V5,V1,V1,1168,V3,V3,22703,V1,2885,4,V4,V2,2,V2,4,V3,1.0
814,0.0,37,yes,V4,24.0,V1,V1,V4,V4,7813,V3,V4,57158,V1,6093,3,V2,V2,1,V2,3,V3,1.0
815,0.0,46,yes,V3,18.0,V3,V4,V4,V1,1149,V3,V3,9500,V1,3256,3,V4,V1,2,V2,4,V3,1.0
816,0.0,35,no,V4,12.0,V2,V4,V4,V2,1591,V3,V3,49513,V1,4896,2,V4,V1,1,V2,3,V2,1.0
817,0.0,36,yes,V5,36.0,V9,V5,V4,V2,7409,V3,V3,17827,V1,4298,2,V2,V1,2,V2,3,V3,1.0
818,1.0,24,yes,V3,23.0,V7,V5,V1,V1,1370,V3,V3,107521,V1,6433,4,V2,V1,1,V1,4,V2,1.0
819,0.0,42,yes,V5,35.0,V1,V5,V4,V3,10476,V3,V3,30852,V1,4248,4,V4,V1,2,V3,2,V3,1.0
820,0.0,34,yes,V5,15.0,V3,V5,V4,V4,1979,V3,V3,24073,V1,4407,2,V2,V1,1,V2,4,V3,1.0
821,0.0,33,yes,V5,12.0,V2,V1,V4,V2,2758,V3,V3,22084,V1,4806,4,V5,V1,2,V2,2,V3,1.0
822,0.0,29,yes,V3,11.0,V7,V1,V1,V2,1892,V3,V3,32803,V3,5143,4,V2,V2,1,V2,4,V2,1.0
823,1.0,29,yes,V2,24.0,V2,V3,V1,V3,3348,V3,V3,26865,V1,4321,4,V1,V2,1,V3,4,V3,2.0
824,0.0,46,yes,V3,36.0,V2,V1,V1,V2,2348,V3,V3,54450,V1,4642,2,V4,V2,2,V2,3,V4,1.0
825,0.0,48,yes,V3,11.0,V3,V1,V2,V1,1092,V3,V3,63248,V3,4569,4,V2,V2,2,V2,4,V2,1.0
826,0.0,38,yes,V4,35.0,V7,V1,V1,V3,3249,V1,V4,5599,V1,3551,4,V2,V2,1,V3,2,V3,2.0
827,0.0,20,yes,V5,24.0,V3,V1,V2,V4,1967,V3,V3,40854,V1,3511,4,V2,V2,1,V2,4,V2,1.0
828,0.0,37,no,V3,12.0,V7,V1,V1,V2,2171,V1,V2,63814,V1,4648,4,V4,V1,2,V2,4,V3,1.0
829,0.0,27,yes,V3,11.0,V3,V2,V4,V1,2073,V3,V3,51300,V2,4038,2,V2,V1,1,V2,4,V2,1.0
830,0.0,28,yes,V5,5.0,V3,V1,V2,V4,1067,V3,V3,10041,V1,5995,4,V2,V1,1,V2,4,V3,2.0
831,0.0,26,yes,V4,21.0,V2,V1,V1,V4,3598,V3,V2,4989,V1,4898,4,V2,V1,1,V1,1,V2,1.0
832,0.0,40,yes,V4,41.0,V9,V1,V2,V1,5953,V1,V2,59319,V1,4699,1,V4,V1,2,V2,2,V2,1.0
833,0.0,46,yes,V5,47.0,V3,V5,V4,V1,3578,V3,V3,41049,V1,3651,1,V4,V2,1,V2,4,V3,1.0
834,0.0,27,yes,V3,5.0,V3,V1,V4,V4,1382,V3,V3,14314,V1,5222,1,V4,V2,2,V2,1,V2,1.0
835,0.0,31,yes,V4,17.0,V9,V1,V1,V2,3104,V1,V3,19664,V1,3612,1,V5,V2,1,V2,3,V3,1.0
836,0.0,33,yes,V3,15.0,V3,V1,V4,V1,1478,V1,V3,83291,V1,4103,3,V3,V1,2,V2,4,V4,1.0
837,0.0,73,yes,V4,5.0,V9,V1,V4,V1,3448,V3,V2,47486,V1,6387,4,V2,V1,1,V2,1,V3,1.0
838,0.0,39,yes,V3,10.0,V7,V1,V4,V2,7227,V3,V2,46302,V1,3601,4,V4,V1,2,V2,1,V3,1.0
839,0.0,56,yes,V2,6.0,V6,V1,V4,V3,1537,V3,V3,118859,V1,3816,2,V2,V1,1,V2,1,V2,1.0
840,1.0,47,yes,V5,36.0,V1,V5,V1,V3,8334,V3,V3,71839,V1,4565,4,V2,V1,1,V3,3,V3,1.0
841,0.0,39,yes,V4,12.0,V9,V2,V2,V1,1037,V3,V2,15280,V1,4686,4,V2,V1,1,V2,3,V3,1.0
842,1.0,38,yes,V2,23.0,V3,V2,V2,V3,1216,V1,V3,64626,V1,6290,4,V4,V1,2,V2,4,V3,2.0
843,0.0,51,yes,V4,5.0,V3,V1,V4,V2,1594,V3,V3,102291,V1,5612,2,V2,V1,1,V2,3,V3,2.0
844,0.0,46,yes,V5,9.0,V6,V3,V4,V3,726,V3,V3,57988,V1,5390,4,V2,V2,1,V3,4,V3,1.0
845,1.0,46,yes,V5,12.0,V7,V1,V2,V1,1222,V3,V3,61161,V1,6667,1,V2,V1,2,V1,1,V1,1.0
846,0.0,48,yes,V5,11.0,V3,V5,V4,V1,2330,V3,V3,25501,V2,5587,4,V4,V2,1,V2,1,V3,1.0
847,0.0,26,yes,V3,11.0,V7,V1,V1,V1,1167,V3,V2,49197,V1,4966,3,V2,V1,1,V2,4,V4,1.0
848,1.0,39,yes,V3,24.0,V10,V1,V2,V4,11938,V3,V4,18165,V2,5058,3,V4,V2,2,V2,2,V3,2.0
849,0.0,33,no,V3,8.0,V3,V1,V2,V1,1414,V3,V3,33354,V3,3442,2,V2,V1,1,V2,4,V3,1.0
850,0.0,23,yes,V2,8.0,V4,V1,V4,V1,1235,V3,V3,53016,V1,3444,4,V2,V2,1,V1,1,V2,1.0
851,0.0,35,yes,V4,12.0,V7,V3,V2,V4,2366,V3,V4,32248,V1,4689,3,V4,V2,1,V2,3,V1,1.0
852,0.0,34,yes,V5,14.0,V9,V3,V2,V1,1409,V3,V3,35445,V1,2587,2,V2,V2,1,V2,1,V4,1.0
853,0.0,30,yes,V3,14.0,V6,V2,V4,V4,1531,V3,V3,28262,V1,3616,3,V4,V1,1,V2,4,V2,1.0
854,0.0,34,yes,V4,8.0,V2,V1,V2,V4,1919,V3,V3,88093,V1,5554,3,V4,V2,1,V1,4,V3,1.0
855,1.0,27,yes,V4,47.0,V3,V4,V2,V3,10960,V1,V3,61252,V2,4325,2,V2,V2,2,V2,1,V3,1.0
856,1.0,26,yes,V4,11.0,V7,V1,V1,V1,758,V3,V3,17075,V1,5561,2,V2,V1,1,V2,4,V3,1.0
857,0.0,27,yes,V4,20.0,V9,V1,V2,V2,3652,V3,V3,17238,V1,6557,3,V4,V1,2,V2,2,V3,1.0
858,1.0,25,yes,V3,36.0,V6,V1,V1,V3,8065,V3,V4,28816,V1,4327,2,V4,V2,2,V2,3,V2,1.0
859,1.0,33,yes,V2,12.0,V3,V2,V1,V3,727,V3,V2,6663,V1,5086,3,V2,V2,1,V2,4,V4,1.0
860,0.0,35,yes,V1,6.0,V2,V1,V1,V3,1871,V3,V4,7393,V1,5367,4,V4,V2,3,V3,4,V3,1.0
861,0.0,48,yes,V5,17.0,V3,V1,V2,V1,1794,V1,V2,96636,V3,5538,4,V4,V2,2,V1,3,V2,1.0
862,1.0,44,yes,V3,24.0,V7,V1,V1,V1,2302,V3,V3,72792,V2,7182,1,V2,V1,1,V2,4,V3,1.0
863,0.0,27,yes,V3,36.0,V2,V1,V1,V2,5370,V3,V3,35308,V3,5235,2,V4,V1,2,V2,3,V3,1.0
864,0.0,26,yes,V4,23.0,V3,V2,V4,V2,1310,V3,V3,44831,V1,5755,3,V2,V2,1,V2,4,V4,1.0
865,1.0,35,yes,V4,12.0,V7,V1,V1,V4,1371,V3,V3,52310,V1,4903,3,V2,V1,1,V2,2,V1,1.0
866,1.0,20,yes,V3,18.0,V2,V1,V1,V1,2039,V1,V3,13164,V1,5786,4,V2,V1,1,V1,1,V2,1.0
867,0.0,49,yes,V5,5.0,V2,V1,V1,V2,427,V1,V3,25239,V1,4620,1,V2,V2,1,V2,2,V2,1.0
868,0.0,26,yes,V3,12.0,V2,V1,V1,V1,1657,V3,V3,30269,V1,5789,2,V2,V1,1,V2,2,V3,1.0
869,0.0,25,yes,V2,29.0,V9,V5,V1,V4,8071,V1,V3,71127,V1,6805,3,V5,V1,3,V2,2,V3,1.0
870,0.0,30,yes,V5,6.0,V9,V2,V2,V4,1448,V1,V3,19646,V1,5130,2,V3,V1,2,V2,1,V1,2.0
871,0.0,25,yes,V4,12.0,V4,V1,V2,V2,1424,V3,V3,66818,V1,4771,3,V4,V1,1,V2,4,V3,1.0
872,1.0,59,yes,V5,12.0,V2,V1,V1,V2,2246,V3,V3,40686,V1,6120,3,V4,V1,2,V2,3,V3,1.0
873,0.0,40,yes,V5,30.0,V3,V5,V4,V4,3076,V3,V3,34376,V1,4865,2,V4,V2,2,V2,3,V3,2.0
874,1.0,31,no,V3,47.0,V10,V1,V2,V2,18424,V1,V4,51593,V1,5920,2,V5,V2,1,V2,1,V2,1.0
875,0.0,22,yes,V2,29.0,V2,V1,V2,V2,3831,V3,V3,7785,V1,4497,1,V2,V1,1,V2,2,V4,1.0
876,0.0,36,yes,V5,35.0,V7,V3,V4,V2,908,V3,V3,33806,V1,5530,4,V2,V1,1,V2,4,V3,1.0
877,0.0,23,yes,V2,14.0,V4,V5,V4,V1,874,V3,V3,18179,V1,5380,1,V2,V1,1,V2,4,V2,1.0
878,1.0,30,yes,V5,24.0,V3,V2,V4,V4,3621,V3,V3,16764,V1,7198,4,V2,V1,2,V2,2,V3,1.0
879,0.0,52,yes,V5,24.0,V3,V5,V4,V2,2424,V3,V3,29584,V1,4399,4,V4,V1,2,V2,4,V3,1.0
880,0.0,39,yes,V5,12.0,V3,V1,V2,V1,1155,V1,V2,19125,V3,4978,3,V2,V1,2,V2,3,V4,1.0
881,0.0,34,yes,V4,18.0,V9,V1,V4,V4,1950,V2,V3,21416,V1,3935,1,V2,V2,2,V2,4,V3,1.0
882,1.0,59,yes,V5,23.0,V7,V1,V1,V4,1199,V3,V2,105928,V1,4396,4,V4,V1,2,V2,4,V3,1.0
883,0.0,25,yes,V3,23.0,V2,V2,V4,V4,5511,V2,V3,15784,V1,5044,1,V2,V1,1,V2,4,V3,1.0
884,0.0,34,yes,V3,35.0,V3,V1,V4,V1,4453,V3,V3,10225,V1,7605,4,V3,V1,2,V2,4,V2,1.0
885,0.0,29,yes,V4,12.0,V7,V1,V2,V2,2001,V3,V3,35721,V1,4561,4,V2,V2,1,V1,3,V3,2.0
886,0.0,26,yes,V3,11.0,V7,V1,V4,V1,1100,V3,V3,56333,V1,4229,2,V2,V2,2,V2,3,V4,1.0
887,0.0,36,yes,V4,48.0,V3,V5,V4,V4,10222,V2,V3,48813,V1,3103,3,V2,V2,1,V2,4,V3,1.0
888,1.0,37,yes,V5,15.0,V3,V1,V2,V4,802,V3,V3,36718,V1,5161,3,V2,V1,1,V2,4,V3,2.0
889,1.0,27,yes,V2,36.0,V9,V1,V4,V4,9571,V3,V3,67221,V1,4963,1,V3,V1,2,V2,1,V1,1.0
890,1.0,33,yes,V2,30.0,V5,V1,V1,V3,11997,V3,V2,61659,V1,5172,1,V2,V2,1,V2,1,V1,1.0
891,0.0,20,yes,V3,18.0,V1,V1,V2,V4,2779,V3,V3,16342,V1,4017,3,V2,V2,1,V1,1,V4,1.0
892,0.0,34,yes,V4,32.0,V1,V1,V4,V4,7252,V3,V4,18172,V1,6109,2,V4,V2,2,V2,3,V3,1.0
893,1.0,53,yes,V3,47.0,V2,V1,V1,V3,7118,V3,V3,24408,V1,6733,4,V5,V1,2,V3,3,V3,2.0
894,0.0,27,yes,V3,26.0,V3,V1,V1,V4,3415,V3,V4,25876,V1,5383,2,V2,V1,1,V2,3,V3,1.0
895,0.0,26,yes,V2,17.0,V3,V1,V1,V4,2389,V2,V3,6834,V1,3266,1,V2,V1,1,V2,4,V2,1.0
896,1.0,36,yes,V3,18.0,V9,V1,V4,V4,4164,V2,V3,37834,V1,4812,2,V5,V1,2,V2,2,V3,2.0
897,0.0,26,yes,V5,24.0,V1,V5,V1,V1,2811,V3,V3,64802,V1,5653,4,V2,V1,1,V1,2,V2,1.0
898,0.0,31,yes,V1,48.0,V10,V2,V2,V3,7582,V3,V4,18486,V1,5112,4,V3,V2,1,V3,2,V3,1.0
899,0.0,31,yes,V2,18.0,V3,V1,V4,V4,4594,V3,V3,84949,V1,6939,2,V2,V2,1,V2,3,V3,1.0
1000,,26,yes,V1,23.0,V10,V1,V4,V3,6314,V1,V4,57966,V2,4909,2,V4,V2,2,V2,4,V3,1.0
1001,,63,yes,V5,60.0,V9,V1,V1,V3,6836,V3,V3,22076,V1,3840,4,V3,V2,2,V2,3,V3,1.0
1002,,26,yes,V3,35.0,V3,V1,V3,V4,4209,V3,V3,85811,V1,4317,2,V2,V1,1,V2,4,V3,1.0
1003,,30,yes,V4,5.0,V3,V1,V1,V4,1956,V3,V3,54301,V1,6171,4,V4,V1,1,V2,1,V2,1.0
1004,,46,yes,V2,14.0,V2,V1,V1,V2,1844,V3,V3,14506,V3,4451,1,V2,V1,1,V1,4,V2,1.0
1005,,54,yes,V5,20.347666971637693,V7,V5,V4,V4,717,V3,V3,63379,V1,3934,4,V3,V2,2,V2,4,V4,1.0
1006,,25,yes,V2,45.0,V3,V1,V2,V2,4745,V3,V2,18451,V1,5740,2,V4,V1,2,V2,4,V3,1.0
1007,,35,yes,V3,15.0,V4,V3,V4,V2,1261,V3,V3,18363,V1,6510,3,V2,V2,2,V2,4,V3,1.0
1008,,42,yes,V3,36.0,V3,V1,V2,V4,3803,V3,V3,187204,V1,4603,1,V5,V2,1,V2,4,V2,1.0
1009,,29,yes,V1,23.0,V7,V1,V1,V3,1193,V3,V1,104299,V2,5343,4,V1,V1,2,V1,1,V2,1.0
1010,,57,yes,V5,11.0,V6,V1,V4,V3,2747,V1,V2,114742,V1,4407,4,V4,V1,3,V3,2,V2,1.0
1011,,24,yes,V1,12.0,V7,V5,V2,V1,7472,V3,V1,81618,V1,5767,2,V2,V1,1,V1,1,V2,1.0
1012,,41,yes,V3,60.0,V6,V1,V2,V3,6287,V3,V3,48995,V1,5227,4,V2,V1,1,V3,4,V3,1.0
1013,,26,yes,V3,59.0,V3,V5,V2,V3,9157,V3,V4,106789,V1,5961,2,V3,V1,1,V3,2,V3,1.0
1014,,26,yes,V3,12.0,V7,V3,V4,V2,1385,V3,V3,17283,V1,4576,2,V2,V1,1,V2,2,V2,1.0
1015,,27,yes,V3,17.0,V9,V1,V4,V4,2168,V3,V3,14241,V1,7035,2,V3,V2,1,V2,4,V4,1.0
1016,,28,yes,V4,9.0,V7,V2,V2,V3,1437,V3,V3,1900,V1,4663,3,V1,V1,1,V2,2,V3,1.0
1017,,24,yes,V3,20.0,V3,V1,V1,V1,1834,V3,V3,32380,V1,3908,2,V2,V2,2,V2,3,V2,1.0
1018,,37,yes,V4,23.0,V7,V1,V3,V3,947,V1,V3,97970,V1,5052,3,V2,V1,1,V3,4,V3,2.0
1019,,46,yes,V2,23.0,V3,V1,V4,V3,5103,V3,V3,27211,V1,5223,3,V4,V2,3,V3,3,V4,1.0
1020,,25,yes,V4,17.0,V3,V1,V1,V1,3509,V3,V3,23682,V3,4669,1,V2,V1,1,V2,4,V2,1.0
1021,,32,yes,V4,35.0,V6,V1,V2,V4,2272,V3,V3,34708,V1,3613,1,V2,V1,2,V2,3,V3,2.0
1022,,30,yes,V1,23.0,V3,V1,V1,V4,1822,V2,V4,43901,V1,4978,2,V2,V1,1,V2,4,V3,2.0
1023,,29,yes,V4,14.0,V2,V4,V4,V2,959,V3,V3,48990,V1,4475,2,V3,V1,2,V2,3,V2,1.0
1024,,67,yes,V3,17.0,V7,V5,V4,V4,6760,V3,V3,19357,V1,4097,4,V2,V1,2,V1,2,V3,1.0
1025,,39,no,V4,7.0,V7,V1,V1,V1,3398,V3,V2,27232,V1,4357,4,V4,V1,2,V2,1,V3,1.0
1026,,42,yes,V5,27.0,V9,V1,V2,V3,8318,V3,V4,41650,V1,6299,4,V5,V2,2,V3,2,V2,1.0
1027,,50,yes,V4,11.0,V3,V1,V2,V2,4771,V3,V3,10885,V1,5246,4,V3,V1,1,V2,2,V3,1.0
1028,,42,yes,V3,24.0,V7,V1,V4,V2,7393,V3,V2,34239,V1,6648,4,V2,V1,1,V2,1,V3,2.0
1029,,26,yes,V2,12.0,V9,V1,V3,V1,608,V3,V1,43772,V1,3597,1,V1,V1,1,V2,4,V2,1.0
1030,,29,yes,V2,36.0,V2,V2,V2,V3,9033,V3,V4,33669,V2,2609,1,V2,V2,1,V1,4,V3,1.0
1031,,22,yes,V2,35.0,V2,V1,V1,V3,6228,V3,V2,97748,V2,3259,4,V4,V2,2,V1,4,V2,1.0
1032,,53,yes,V2,11.0,V6,V1,V1,V2,794,V3,V3,20110,V1,5356,4,V2,V1,1,V2,4,V2,1.0
1033,,35,yes,V3,26.0,V9,V1,V2,V4,3915,V3,V3,42579,V1,4187,2,V2,V2,1,V2,4,V3,2.0
1034,,35,yes,V5,17.0,V7,V1,V1,V3,5301,V3,V4,5004,V1,5793,4,V4,V2,3,V3,2,V3,1.0
1035,,31,yes,V3,12.0,V7,V4,V1,V2,3651,V3,V3,19079,V1,4188,3,V2,V1,1,V2,1,V3,1.0
1036,,25,yes,V3,17.0,V3,V1,V1,V4,1881,V1,V3,7244,V1,6428,4,V2,V1,2,V1,4,V2,1.0
1037,,21,yes,V3,48.0,V3,V1,V2,V1,5950,V3,V3,36961,V1,6255,2,V2,V1,1,V2,2,V2,1.0
1038,,23,yes,V3,29.0,V2,V1,V1,V1,2406,V3,V3,38422,V1,4104,4,V2,V1,1,V1,4,V2,1.0
1039,,21,yes,V2,11.0,V2,V1,V1,V4,1857,V3,V3,54097,V1,5785,1,V2,V1,1,V1,4,V2,1.0
1040,,26,yes,V3,36.0,V6,V5,V2,V4,3711,V3,V3,49468,V1,4609,2,V2,V1,1,V2,2,V4,1.0
1041,,23,yes,V3,11.0,V3,V1,V1,V2,2213,V3,V2,16753,V1,4601,3,V2,V1,1,V2,4,V3,1.0
1042,,34,yes,V1,11.0,V1,V1,V2,V4,1859,V3,V4,23724,V1,5806,2,V4,V2,2,V2,4,V3,1.0
1043,,44,yes,V4,42.0,V2,V1,V1,V2,7882,V3,V3,9693,V3,4567,4,V2,V1,1,V3,2,V3,2.0
1044,,30,yes,V5,26.0,V1,V1,V2,V4,5964,V3,V4,16195,V1,6616,2,V3,V2,2,V2,1,V3,1.0
1045,,29,yes,V3,11.0,V5,V1,V2,V4,638,V3,V3,36258,V1,6363,2,V2,V1,1,V2,4,V3,1.0
1046,,49,yes,V3,11.0,V2,V1,V4,V1,1574,V3,V3,33407,V1,5677,2,V2,V1,1,V2,4,V3,1.0
1047,,36,yes,V5,6.0,V3,V5,V4,V3,846,V3,V3,48884,V1,5750,4,V3,V1,1,V3,3,V3,1.0
1048,,27,yes,V5,12.0,V2,V1,V2,V4,3617,V3,V3,64912,V1,4798,4,V4,V2,3,V1,1,V3,1.0
1049,,28,yes,V3,18.0,V2,V1,V4,V3,1817,V3,V3,26934,V1,2644,2,V4,V1,2,V2,4,V2,1.0
1050,,36,yes,V4,23.0,V7,V5,V3,V1,1344,V1,V2,22397,V1,4555,2,V4,V1,2,V2,4,V3,2.0
1051,,22,yes,V3,12.0,V7,V4,V2,V1,1006,V3,V3,74957,V1,5419,1,V2,V1,1,V2,4,V4,1.0
1052,,32,yes,V4,24.0,V7,V5,V1,V3,1284,V3,V3,22466,V1,5604,4,V2,V1,1,V1,4,V2,1.0
1053,,30,yes,V2,30.0,V3,V2,V2,V3,1919,V2,V4,31821,V1,4539,3,V3,V1,2,V2,4,V3,1.0
1054,,33,yes,V2,12.0,V2,V1,V2,V1,3016,V3,V4,38675,V1,5562,1,V2,V1,1,V1,3,V2,1.0
1055,,37,yes,V3,18.0,V3,V1,V3,V1,2099,V2,V3,40443,V2,4448,2,V2,V1,1,V2,4,V3,1.0
1056,,28,yes,V3,14.0,V7,V1,V1,V2,3958,V3,V3,31330,V1,4908,2,V2,V2,1,V2,3,V2,1.0
1057,,37,yes,V4,47.0,V9,V1,V1,V4,7684,V3,V3,5974,V3,6086,4,V1,V1,1,V1,2,V2,1.0
1058,,31,yes,V3,23.0,V9,V1,V1,V2,3161,V3,V3,93570,V1,5590,2,V1,V2,1,V1,4,V3,1.0
1059,,33,yes,V2,21.0,V6,V1,V3,V4,2318,V3,V3,28674,V1,5875,1,V4,V1,1,V1,2,V1,1.0
1060,,39,yes,V5,21.0,V9,V1,V2,V2,1187,V3,V3,3546,V1,7437,4,V2,V1,1,V2,2,V2,2.0
1061,,50,yes,V5,47.0,V6,V1,V2,V3,6223,V3,V3,5847,V1,4391,4,V3,V1,1,V3,4,V3,1.0
1062,,31,yes,V2,6.0,V7,V2,V2,V2,930,V2,V2,21496,V1,2675,1,V1,V1,1,V2,1,V2,1.0
1063,,27,yes,V3,18.0,V2,V4,V1,V4,2658,V3,V3,46764,V1,6525,2,V2,V1,1,V2,4,V3,1.0
1064,,25,yes,V3,36.0,V3,V1,V4,V4,4463,V3,V4,25529,V1,4377,2,V3,V2,2,V2,4,V3,1.0
1065,,59,yes,V5,59.0,V10,V2,V2,V3,14782,V1,V4,47383,V1,5796,4,V1,V2,2,V3,3,V2,1.0
1066,,23,yes,V5,24.0,V2,V1,V1,V3,4110,V1,V3,59171,V1,4196,4,V5,V1,2,V1,3,V3,2.0
1067,,31,yes,V4,23.0,V3,V1,V4,V4,1552,V1,V3,88791,V1,4768,1,V2,V1,1,V2,3,V3,2.0
1068,,25,no,V3,11.0,V9,V1,V4,V1,1075,V3,V3,10858,V1,5383,2,V2,V2,1,V2,2,V4,1.0
1069,,43,yes,V5,24.0,V1,V1,V1,V3,6419,V3,V4,105272,V1,3948,4,V4,V2,2,V3,2,V2,2.0
1070,,22,yes,V3,24.0,V1,V1,V2,V4,11560,V3,V4,15526,V1,5337,4,V2,V1,2,V1,1,V2,1.0
1071,,33,yes,V3,35.0,V5,V1,V2,V3,2383,V3,V2,8566,V1,3311,1,V2,V1,1,V1,4,V3,1.0
1072,,22,yes,V2,15.0,V1,V2,V4,V4,3811,V3,V3,43920,V1,6199,4,V2,V2,1,V2,1,V2,1.0
1073,,47,yes,V5,30.0,V3,V1,V3,V2,3016,V3,V3,67205,V1,5477,4,V4,V1,1,V2,4,V3,1.0
1074,,24,yes,V2,24.0,V6,V1,V2,V3,5742,V3,V3,21795,V1,5772,4,V4,V2,2,V3,2,V2,1.0
1075,,31,yes,V4,17.0,V7,V1,V1,V3,1442,V3,V2,29112,V1,5825,4,V1,V1,2,V3,4,V3,2.0
1076,,31,yes,V2,29.0,V2,V1,V1,V2,3107,V3,V2,114109,V1,3629,4,V2,V1,1,V2,2,V1,1.0
1077,,44,yes,V3,5.0,V3,V3,V1,V1,2647,V3,V3,43997,V1,7244,3,V2,V1,1,V1,2,V3,2.0
1078,,23,yes,V3,47.0,V1,V2,V4,V4,11589,V1,V2,26577,V1,6384,4,V4,V1,2,V1,2,V2,1.0
1079,,24,yes,V3,47.0,V9,V1,V2,V4,14421,V3,V3,14246,V1,3359,2,V5,V2,1,V2,2,V3,1.0
1080,,24,yes,V4,24.0,V2,V1,V4,V2,3971,V3,V3,84880,V1,5711,4,V2,V2,1,V1,2,V2,1.0
1081,,26,yes,V3,17.0,V3,V1,V4,V4,2404,V3,V3,14366,V1,6542,2,V4,V1,2,V2,2,V2,1.0
1082,,26,yes,V3,20.347666971637693,V7,V5,V4,V1,782,V2,V2,16579,V3,5007,2,V1,V1,1,V2,1,V3,2.0
1083,,26,yes,V3,11.0,V3,V3,V2,V4,1158,V3,V3,59109,V1,5132,1,V2,V2,1,V2,3,V1,1.0
1084,,21,yes,V3,26.0,V7,V1,V4,V1,2569,V3,V3,13446,V1,5729,3,V2,V1,1,V1,3,V2,1.0
1085,,23,yes,V4,15.0,V2,V1,V4,V4,2788,V1,V3,41354,V2,3545,3,V4,V1,2,V2,2,V2,1.0
1086,,26,yes,V4,42.0,V3,V1,V1,V2,4369,V1,V3,73075,V1,6372,2,V3,V2,2,V2,3,V3,2.0
1087,,41,yes,V4,3.0,V3,V1,V4,V1,1544,V3,V2,67441,V1,5300,1,V4,V1,3,V2,2,V3,2.0
1088,,26,yes,V3,14.0,V9,V3,V2,V4,2326,V1,V3,58512,V1,6141,4,V4,V1,1,V2,2,V3,1.0
1089,,54,yes,V1,5.0,V7,V1,V4,V1,672,V3,V1,51490,V1,3539,4,V2,V2,1,V2,1,V2,1.0
1090,,43,yes,V2,17.0,V2,V1,V4,V2,1533,V3,V2,44754,V2,4487,1,V2,V1,1,V2,4,V4,2.0
1091,,25,yes,V3,18.0,V3,V1,V1,V1,1344,V1,V3,30397,V1,7370,3,V2,V1,1,V2,4,V4,1.0
1092,,29,yes,V5,21.0,V7,V1,V1,V4,1601,V3,V3,25331,V1,5841,3,V4,V2,2,V2,4,V4,1.0
1093,,46,yes,V5,24.0,V7,V1,V4,V4,2538,V3,V2,37402,V1,3345,4,V3,V1,2,V2,4,V3,2.0
1094,,22,yes,V2,13.0,V3,V1,V2,V2,2100,V3,V2,14812,V3,6116,4,V2,V1,1,V2,2,V2,1.0
1095,,31,yes,V3,48.0,V3,V1,V1,V4,6758,V3,V3,23786,V1,4200,2,V2,V2,1,V2,3,V2,1.0
1096,,39,yes,V5,22.0,V3,V3,V4,V4,2674,V3,V3,43446,V1,4844,4,V2,V1,1,V2,3,V3,1.0
